EUBWID,label,samplePointID,yearDesignated,yearDedesignated,district,county,country,easting,northing,lat,long,seasonStartDate,seasonFinishDate,pollutionRiskForecasting,appointedSewerageUndertaker,stepChange,stepChangeDate
ukk4305-24900,Slapton Sands Monument,24900,1988,"",South Hams,Devon,England,282900,44180,50.2859383650832,-3.64506666217138,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4305-25000,Slapton Sands Torcross,25000,1988,"",South Hams,Devon,England,282350,42000,50.2662314933333,-3.65210482762187,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4305-25100,Mill Bay,25100,1988,"",South Hams,Devon,England,274070,38160,50.2300039657805,-3.76694720248013,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4305-25200,Salcombe North Sands,25200,1988,"",South Hams,Devon,England,273100,38200,50.2301559496311,-3.78055344549862,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-25300,Salcombe South Sands,25300,1988,"",South Hams,Devon,England,272850,37750,50.2260571096317,-3.78390577803484,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-25400,Hope Cove,25400,1988,"",South Hams,Devon,England,267532,39726,50.2426503738911,-3.85911026105057,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-25500,Thurlestone South,25500,1988,"",South Hams,Devon,England,267650,41700,50.2604204594602,-3.8581465942212,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4305-25600,Thurlestone North,25600,1988,"",South Hams,Devon,England,267400,42100,50.2639597894144,-3.8617921920091,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4305-25700,Bantham,25700,1988,"",South Hams,Devon,England,266230,43800,50.2789762008753,-3.87879994454741,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-25800,Bigbury-on-Sea South,25800,1988,"",South Hams,Devon,England,265080,44130,50.2816804127364,-3.89504849620995,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-25900,Bigbury-on-Sea North,25900,1988,"",South Hams,Devon,England,264950,44300,50.2831786856372,-3.89693283004622,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4305-26000,Challaborough,26000,1988,"",South Hams,Devon,England,264920,44800,50.2876660183821,-3.8975324484694,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-26100,Mothecombe,26100,1988,"",South Hams,Devon,England,261050,47340,50.3095964397627,-3.9527590608114,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-26200,Wembury,26200,1988,"",South Hams,Devon,England,251650,48530,50.3179995357829,-4.08514969835292,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-26300,Bovisand,26300,1988,"",South Hams,Devon,England,249260,50550,50.3355467312948,-4.11950426310401,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4306-22400,Dawlish Warren,22400,1988,"",Teignbridge,"",England,298260,78760,50.5996735928448,-3.43893853887074,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4306-22500,Dawlish Town,22500,1988,"",Teignbridge,"",England,296467,76705,50.5808755605953,-3.46368056448373,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4306-22600,Dawlish Coryton Cove,22600,1988,"",Teignbridge,"",England,296110,76040,50.5748417973404,-3.46854598688217,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4307-33800,Hartland Quay,33800,1988,"",Torridge,Devon,England,222300,124850,50.9955446624716,-4.53367543882316,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4307-33900,Westward Ho!,33900,1988,"",Torridge,Devon,England,243338,129537,51.0437749741397,-4.23616288248315,2023-05-01,2023-09-30,false,South West Water Limited,"",""
